39,77516,13,2174,0,40,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
69.37597,110745.164,9.901897,-827.1796,35.941914,27.105885,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
31.79065,194250.48,11.92086,-134.99066,-69.19526,42.453365,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
21.09222,109155.21,9.931269,-1001.6413,170.9236,14.699039,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
49.3579,159784.05,13.72668,-2729.0676,70.39359,40.09042,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Female,United-States,>50K
49.509853,144921.06,9.653992,-256.29303,51.758484,40.051395,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
37.232895,131290.58,7.8382707,-1803.6821,46.052288,35.06008,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Female,United-States,>50K
35.610836,196446.83,9.770971,-939.05963,31.756456,54.448044,Private,Some-college,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,United-States,<=50K
39.710464,322399.12,7.464146,1098.5535,-3.1008863,29.67641,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
40.409336,235509.95,8.848865,1700.2188,20.500204,48.90884,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,United-States,<=50K
24.112383,180744.38,5.91178,-1185.6582,5.7524385,53.056515,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
50.788445,133626.94,10.427192,-1117.9658,55.616577,38.24345,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
41.56997,240892.42,11.665388,2544.8206,64.33538,37.14463,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Female,United-States,>50K
41.651188,135942.19,12.782307,1756.667,-22.927134,50.29084,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
28.036022,61803.14,11.383409,237.56421,113.13896,31.799248,Private,Some-college,Married-civ-spouse,Exec-managerial,Own-child,White,Male,United-States,<=50K
41.188587,289337.5,11.274149,-75.344795,0.17849456,28.731447,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
42.397346,218718.12,14.140923,5361.63,-73.82223,50.97672,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
40.88722,230350.81,13.050931,652.78503,-30.21258,41.318428,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
